"","time","population","labor_productivity","wealth","K.goods","K.extract","L.goods","L.extract","participation_rate","w","nature","nature_extraction","debt_ratio","capital","wage_share","Y.goods","Y.extract","I.goods","I.extract","C.extract","C.goods","profit.goods","profit.extract","profit_share.goods","profit_share.extract","profit_rate.goods","profit_rate.extract","NEPR","HH_saving","NetInvestment","D.goods","D.extract","XX.gg","XX.ge","XX.eg","XX.ee","net_nature_extraction","IC.extract_perceived","IC.goods_perceived","CU.goods","CU.extract","VA.goods","VA.extract","a.extract","VA.total","Y.total","P.goods","P.extract","interest_share","profit.bank","profit_share.bank","r.L","r.D","lambda_h","nature_spending_per_VA","extraction_sector_spending_per_VA","Yext_per_Ytotal","VAext_per_VAtotal","eta.Kextract","eta.Kgoods","inv_kappa0","inv_kappa1","delta","nature_intensity","C.extract_alt","C.goods_alt","Firm_saving","HH_saving.1","NetInvestment.1","Firm_saving.1","Saving_Investment_check","Saving_Investment_check_alt","nature_extraction_per_person","nature_consumption_per_person","goods_physical_consumption_per_person","elasticity.K","elasticity.L","elasticity.nature","r.real","CPI","inflation","NPR","nature_intensity_real","P.goods_real","P.extract_real","Y.goods_real","Y.extract_real","Y.total_real","VA.goods_real","VA.extract_real","VA.total_real","D.goods_real","D.extract_real","D.total_real","C.goods_real","C.extract_real","C.total_real","I.goods_real","I.extract_real","I.total_real","w_real","wages.goods_real","wages.extract_real","wages_real","g","lambda_h1","lambda_h2","lambda_h3","value_inventory.goods","value_inventory.extract","GDP_deflator"
"1",0,30,1,0.39168,2.2,1.28,1.24666666666667,1.3056,0.0850755555555557,1,1000,13.056,0,3.48,0.836188808484743,1.56923577709643,1.14219423263127,0.373596591194195,0.296728197577724,1.14219423263127,0.898910988324512,0.163412885943336,0.146278464414663,0.106778856920877,0.0961172634831067,0.0407491014254311,0.0626938355337032,50.7155829085679,0.511161445710888,0.480021593054899,0,0,0.227245833966045,4.75976728597971,0.860557298557807,0.308115620182935,12.8035422442191,1,1,0.85,0.85,1.53038617059203,1.52187504214966,1,3.05226121274169,2.7114300097277,1.82282754518218,1.76996564902881,0,0,0,0.05,0,1000,0.757100061333309,1.75758584532207,0.421251601012551,0.498605766700628,0.16,0.16,1,1.5,0.03,4.81517131298225,5.42108502957156,-3.03914860560179,0.309691350357999,0.511161445710888,0.480021593054899,0.309691350357999,0.340831203013987,2.22044604925031e-16,0.4352,0.0215106666666666,0.0164380331480137,0,0,0,0.05,1,0,9,4.81517131298225,1.82282754518218,1.76996564902881,1.56923577709643,1.14219423263127,2.7114300097277,1.53038617059203,1.52187504214966,3.05226121274169,0,0,0,0.898910988324512,1.14219423263127,2.04110522095578,0.373596591194195,0.296728197577724,0.670324788771919,1,1.24666666666667,1.3056,2.55226666666667,0.374,1000,1000,1000,0.700340939757156,0.626907704634271,1
"2",0.1,29.9267443969251,1,0.3898367607528,2.21060973972649,1.28979945938178,1.24750501262243,1.30701005413429,0.085358936236953,0.997990809442072,999.868969984323,13.1492235254619,0.00357596509635664,3.50040919910827,0.829066129621246,1.66647203832594,1.16430574320211,0.376082866470669,0.298522449063337,1.15009022746265,0.974768965786791,0.168467209030648,0.150545381669454,0.109151891104749,0.0982938403438346,0.0393931666737897,0.060334099916701,51.6719841454269,0.425073171496702,0.471452671270899,0.00540011396999101,0.00559599686273652,0.242234349612023,5.08759476822453,0.879799529165187,0.315908675727364,12.8995799295579,1.0038954842365,1.0046153942642,0.84963520467483,0.8496764489598,1.54341997491345,1.53158510383603,1,3.07500507874948,2.83077778152805,1.93456091090589,1.8016308050262,0.000178798254817832,0.000549805541636376,0.000178798254817832,0.05,0,1000,0.762860018855374,1.85431430094876,0.411302416883327,0.498075633897452,0.16,0.16,1,1.5,0.03,4.64509210552159,5.7209260868159,-3.36073750192137,0.319012590700102,0.425073171496702,0.471452671270899,0.319012590700102,0.272633090925906,0.037303699280821,0.439380353274007,0.0213307752507588,0.0168368100078617,7.23105043934785,47.900871121062,5.94679711859013,0.0139915046136138,1.03600849538639,0.0360084953863862,8.9998252734706,4.84484538221982,1.86732147421666,1.73901161336932,1.59776329244867,1.11630134493241,2.71406463738109,1.47978467327061,1.46843775466443,2.94822242793504,0.00517746693485377,0.00536527356373777,0.0105427404985915,0.9345791806485,1.1026719357918,2.0372511164403,0.360576946475105,0.286214349905576,0.646791296380681,0.963303692861963,1.201726185523,1.25904761175528,2.46077379727827,0.371938061629319,1000,1000,1000,0.720710414896705,0.643841928775543,1.04300308199719
"3",0.2,29.8548815847107,1,0.390046442537687,2.22183368803579,1.30004677665583,1.24966963044854,1.3107068290156,0.0857607306932131,0.995987766531902,999.73699266635,13.247455651281,0.00779598780170206,3.52188046469162,0.823961398977597,1.73715107272612,1.18277543572607,0.381705719697923,0.3026386690431,1.16293518739448,1.02909342809921,0.172227914602257,0.153855025760091,0.110830990969585,0.099843489054417,0.038497144581279,0.0587745389342596,52.1927027033112,0.359281418043651,0.471599397607317,0.0120706519800944,0.0120573919157619,0.253284638509966,5.33489587609218,0.894529305714262,0.322158831321103,12.998409165992,1.00223511476076,1.00378420868637,0.849229525723528,0.849388715840473,1.55396891334772,1.54096203184803,1,3.09493094519575,2.91992650845219,2.01355491066555,1.82341109302783,0.000389799390085103,0.00120640219479282,0.000389799390085103,0.05,0,1000,0.768877679847341,1.92563048481182,0.405070275673836,0.497898679852634,0.16,0.16,1,1.5,0.03,4.53691406716372,5.967326772365,-3.5866444555362,0.326082940362348,0.359281418043651,0.471599397607317,0.326082940362348,0.213764960798682,0.0251112594635738,0.443728293267298,0.021362671674336,0.0171189047010058,5.00795240304205,13.3366339338586,4.1173914325812,0.0252450708241243,1.06165481231528,0.0247549291758757,8.99964924360383,4.86911243754239,1.89661920928361,1.71751785220216,1.61863280828603,1.1020798105352,2.72071261882123,1.44794837115342,1.43582889262365,2.88377726377707,0.0112471238795153,0.0112347684917165,0.0224818923712318,0.95888285806881,1.08359317608051,2.04247603414932,0.355663598125584,0.28199094854798,0.637654546673564,0.938146518979958,1.17237321368027,1.22963504904424,2.40200826272451,0.371689663614057,1000,1000,1000,0.734344546645216,0.655319056490606,1.07322121721083
"4",0.3,29.7841654829695,1,0.391490535257784,2.23351596023248,1.31064038898348,1.25296308258648,1.31628362683386,0.0862621687651255,0.993990995246773,999.603984846913,13.3555017156383,0.0124627562812665,3.54415634921596,0.820279306377587,1.78904851421342,1.19888930025666,0.388607234621285,0.307787514446661,1.1776324371399,1.0675694853,0.175087323134436,0.156507633594465,0.112022810886126,0.100948028249431,0.0378865293818436,0.0577126688695319,52.4718699657767,0.310546210959141,0.476398666961986,0.0196540679792227,0.0191467253771896,0.261625117451457,5.52676530509126,0.906432475455777,0.327448645572387,13.1057348433709,0.998433289422493,1.00084237842927,0.849182070001338,0.849507926579546,1.56296134465343,1.55037831157784,1,3.11333965623127,2.98793781447008,2.06909684966003,1.8381131120122,0.000623137814063324,0.00194003966782062,0.000623137814063324,0.05,0,1000,0.774574516256677,1.97922557302003,0.401243056147501,0.497979174381053,0.16,0.16,1,1.5,0.03,4.46980578074946,6.15917731459252,-3.76619201393192,0.331594956728901,0.310546210959141,0.476398666961986,0.331594956728901,0.165742500726056,0.0179591225053498,0.448409465199719,0.0215105784962456,0.017323270866086,3.62149153615072,6.59294588345662,2.81359002387872,0.0330409092750881,1.07965951259588,0.0169590907249119,8.9994717985102,4.89113592251886,1.91643460324376,1.70249332365232,1.63493706115495,1.09561509016625,2.7305521513212,1.42832539599965,1.41682628518539,2.84515168118504,0.0179610356490627,0.017497396336782,0.0354584319858448,0.975607370626547,1.07618932667388,2.05179669730043,0.355131996179889,0.281274213824691,0.636406210004579,0.920652283104396,1.15354332262877,1.21183952625753,2.36538284888629,0.372489195722539,1000,1000,1000,0.743953854984171,0.663668870657,1.09426139801957
"5",0.4,29.714461701438,1,0.393709805595282,2.24554706252363,1.32150978467835,1.25728797167316,1.3234477982385,0.0868511701757252,0.99200064087949,999.469861029851,13.4701234921983,0.0174341918125068,3.56705684720198,0.817608596549899,1.82780855863301,1.21352751922135,0.395742819678052,0.313236544299785,1.1927284068672,1.0947853246627,0.177331427816413,0.158717280542777,0.112870706426971,0.101735834668446,0.0374652792426976,0.056979581500796,52.612696832879,0.27530729843568,0.483417403394211,0.0278942404318404,0.026695605019951,0.268046477562785,5.67853292757228,0.91639093540045,0.332033008126461,13.2188747342,0.994113886443149,0.997337623497082,0.849463311910051,0.84986559020098,1.57110231192846,1.56009218443071,1,3.13119449635917,3.04133607785436,2.10782511788449,1.84773909839256,0.00087170959062534,0.00272949227258957,0.00087170959062534,0.05,0,1000,0.779623352440287,2.01961343741233,0.399011318761419,0.498241864644539,0.16,0.16,1,1.5,0.03,4.42901512604333,6.31203389144736,-3.91036141288051,0.33604870835919,0.27530729843568,0.483417403394211,0.33604870835919,0.127938603400659,0.013779856363704,0.453318778833755,0.0217236625073358,0.0174794001475795,2.73481418302517,3.94386231360573,2.06332272393012,0.0384902314329194,1.0920861437171,0.0115097685670806,8.99929282312474,4.91051087548997,1.93009052446188,1.69193530109581,1.64858442613454,1.09453616431812,2.74312059045266,1.41704928072244,1.40711874142345,2.82416802214589,0.0251590956490415,0.0240779913597979,0.0492370870088394,0.987437129383721,1.07577649031259,2.06321361969631,0.356938611647458,0.28252241526598,0.639461026913438,0.908353838739357,1.14206235547013,1.20215888790109,2.34422124337123,0.373924808777419,1000,1000,1000,0.751147140276233,0.670255441728643,1.10871395462512
"6",0.5,29.6456911761352,1,0.396423681562276,2.25784997073097,1.33260573376996,1.26249292849229,1.33190227902755,0.0875133992358502,0.99001679070556,999.334566854218,13.5893668590656,0.0226101945347128,3.59045570450093,0.815657522282385,1.85735701102875,1.22724055702299,0.402567506211448,0.318594468329645,1.20757244777405,1.11410697213214,0.17915384082255,0.16062692826201,0.113474738180873,0.102297926667182,0.0371735561307383,0.0564702542301728,52.6750450550906,0.250375357535259,0.491246733436015,0.0366119334741651,0.0345872719412728,0.27305664139373,5.80131105911474,0.924839798650599,0.336103583486739,13.3361883690407,0.990036007627698,0.993995090009609,0.849869001338462,0.850365024890587,1.57879933185647,1.57018752476379,1,3.14898685662026,3.08459756805174,2.13450380701314,1.85372835525705,0.00113050972673564,0.00355996027077189,0.00113050972673564,0.05,0,1000,0.783907949543109,2.05018610902055,0.397860832717354,0.498632606694662,0.16,0.16,1,1.5,0.03,4.40555584942925,6.43714273805038,-4.02792556095748,0.33978076908456,0.250375357535259,0.491246733436015,0.33978076908456,0.0989093931838046,0.0113716359971022,0.458392647293211,0.0219738179551437,0.0176063113706372,2.1520774046255,2.66382860377161,1.59833554017411,0.042321699866736,1.10047150889994,0.00767830013326403,8.99911224382889,4.92736920657079,1.93962659619134,1.68448555029842,1.66066103459515,1.09727454712334,2.75793558171849,1.41160289394591,1.40390308588997,2.81550597983588,0.0327346928784898,0.0309244450392466,0.0636591379177365,0.99612192271311,1.0796893104349,2.07581123314801,0.359935202220068,0.284854993547825,0.644790195767893,0.899629643020205,1.13577606257505,1.19821877181935,2.3339948343944,0.375748747943628,1000,1000,1000,0.756894781824832,0.675879436177146,1.11844438590176
"7",0.6,29.5778120155089,1,0.399463150769679,2.27037019166503,1.34389380345122,1.26840668027086,1.34139270693183,0.0882350386781234,0.988039495004891,999.198062682495,13.711923253715,0.0279201932945795,3.61426399511625,0.814218282063593,1.88040432223571,1.24040207683333,0.408831932945673,0.323673691025163,1.22195761956196,1.12793449975903,0.180684586050284,0.162334035909337,0.113905330398251,0.102699145239596,0.0369718189340958,0.0561165577647424,52.6938399846188,0.233113835704823,0.499108909844056,0.0456816996664979,0.0427400289333644,0.2770453467491,5.90312501816888,0.932181484151458,0.339800601814349,13.4565508821796,0.98649645977025,0.991112723750091,0.850338478266012,0.850943240870175,1.58626980334064,1.58067562812343,1,3.16694543146407,3.12080639906904,2.1525518007,1.85711422505549,0.00139600966472898,0.00442108642999312,0.00139600966472897,0.05,0,1000,0.787490583434153,2.07348040978801,0.397462039684151,0.49911678692635,0.16,0.16,1,1.5,0.03,4.39371159255677,6.54242009202859,-4.125516602547,0.343018621959621,0.233113835704823,0.499108909844056,0.343018621959621,0.0770235478203873,0.0100121776597812,0.46358815339435,0.0222459769435445,0.0177159409730837,1.76132432304349,1.96569541767233,1.29810574999986,0.0450274372863837,1.10594367249249,0.00497256271361629,8.9989300065847,4.94201535826328,1.9463484933629,1.67921230641888,1.67177834756959,1.10278268870644,2.77456103627602,1.41027728944772,1.40530377343839,2.81558106288611,0.0406134337597289,0.0379981337526088,0.0786115675123377,1.00279309714196,1.0863845960546,2.08917769319656,0.363473092042767,0.287762935840544,0.65123602788331,0.893390431700849,1.13318239165942,1.1983874095262,2.33156980118562,0.377808385284803,1000,1000,1000,0.761779476582553,0.681006919079206,1.12479284408093
"8",0.7,29.5108010123961,1,0.402723064155329,2.28306910906094,1.35534995233707,1.27487843031272,1.35170222450459,0.0890040447805536,0.986068782026317,999.060321122355,13.83668429612,0.0333144876216519,3.63841906139801,0.813142716345352,1.89885328597236,1.2532445797249,0.414456330715609,0.328404543054009,1.23586588601413,1.13798029261597,0.182012878859629,0.163904262306313,0.114212387137545,0.102985715379955,0.0368333680188276,0.0558723803230993,52.6892033817562,0.22144860627207,0.506608815052169,0.0550150332958385,0.0510969209557371,0.280291359251806,5.98968049147828,0.938701621547282,0.343221067648609,13.5789661065292,0.983568130319934,0.98876419747395,0.850825077805175,0.851545053084024,1.59363518635183,1.59152423908117,1,3.185159425433,3.15209786569726,2.16442045048244,1.85863829109585,0.0016657243810826,0.00530559771257878,0.0016657243810826,0.05,0,1000,0.790474899028875,2.09135720146107,0.39759063110424,0.499668627690375,0.16,0.16,1,1.5,0.03,4.38967471368763,6.6334164986586,-4.20808341695759,0.345917141165942,0.22144860627207,0.506608815052169,0.345917141165942,0.0607569323858431,0.00927002931493337,0.468868475996564,0.0225317781564856,0.0178160783792088,1.49530818573742,1.5537895779955,1.10097957795336,0.0469443934910428,1.1093230011767,0.00305560650895716,8.99874607364679,4.95471982423089,1.95111833810942,1.67547079536287,1.68230466103689,1.11032232635645,2.79262698739335,1.41189417939639,1.41002396832802,2.82191814772441,0.0487410205013787,0.0452697367003011,0.0940107572016798,1.00820298470592,1.0949255299592,2.10312851466512,0.367190989482937,0.290952701594605,0.658143691077542,0.888892397417484,1.13322974433651,1.20151783093443,2.33474757527094,0.380012339279591,1000,1000,1000,0.766150245459526,0.685906179517167,1.12872140816753
"9",0.8,29.4446450993654,1,0.406135554706841,2.29591927178519,1.36695735143679,1.28177764667037,1.36264809992538,0.0898100737051419,0.984104662333583,998.921324499565,13.9628203244031,0.0387584242427084,3.66287662322198,0.812324881804112,1.91403610205989,1.26590729973611,0.419453086419826,0.332782046088316,1.24935528667419,1.14544300629284,0.183199524083593,0.16538139044266,0.114431369667415,0.103190610175745,0.0367395930629934,0.0557055271018121,52.6726811176635,0.213801803966416,0.513576619013339,0.0645495133878901,0.0596182968841695,0.282994762142115,6.06507996418369,0.944604477876991,0.34643437892598,13.70267270305,0.9812220824354,0.986922968918494,0.851294165642793,0.852129605321815,1.60095544269064,1.60267867552094,1,3.20363411821158,3.179943401796,2.17186779721846,1.858833032701,0.00193792121213542,0.00620839051360298,0.00193792121213542,0.05,0,1000,0.792972621010582,2.10520182403444,0.398091141817536,0.500268949693803,0.16,0.16,1,1.5,0.03,4.39090215143987,6.71406981483391,-4.27935294159083,0.348580914526253,0.213801803966416,0.513576619013339,0.348580914526253,0.0488060994793308,0.00888751920328212,0.474205760581709,0.0228264961758447,0.0179115749572876,1.31143063294621,1.29762374586353,0.969326734226773,0.0483052352283237,1.11120304271951,0.0016947647716763,8.99856042020522,4.96576157690343,1.95451930360372,1.67281132361893,1.69245846952426,1.11936004172816,2.81181851125242,1.41562146889325,1.41714521235633,2.83276668124958,0.0570769644937376,0.0527166083187428,0.10979357281248,1.01284124958317,1.10472416591361,2.11756541549678,0.370895265724258,0.294257664106568,0.665152929830825,0.885620921200082,1.13516910021789,1.20678966552746,2.34195876574534,0.382304256472562,1000,1000,1000,0.770215920093885,0.69072802408609,1.13092057295676
"10",0.9,29.379336758964,1,0.409655486771094,2.30890108053601,1.37870417397544,1.28899492316133,1.3740798935121,0.0906444838602727,0.982147133809259,998.781062092284,14.0897654670278,0.0442280808574245,3.68760525451145,0.811688989727669,1.92688549766061,1.27847046065884,0.423879909948423,0.336833762068855,1.26250632802637,1.15115076277603,0.184285898087201,0.166794475678928,0.114587520890031,0.103337349738069,0.036677272353911,0.0555930915343308,52.6508206977295,0.209000085232881,0.519969697537702,0.0742410399867075,0.0682765144103666,0.285300452892343,6.1323015957624,0.950040037005272,0.349491636733198,13.8271457105396,0.979388297106624,0.985523087304459,0.85172353300266,0.852670285306618,1.60825451720924,1.6140773505582,1,3.22233186776744,3.20535595831945,2.17615460318091,1.85808075875511,0.00221140404287123,0.0071258777198537,0.00221140404287123,0.05,0,1000,0.795088186723586,2.1160536140831,0.398854441529525,0.50090351236122,0.16,0.16,1,1.5,0.03,4.39569447207822,6.78720130895781,-4.34214341771403,0.351080373766129,0.209000085232881,0.519969697537702,0.351080373766129,0.0401107614613081,0.00870996101993127,0.479580787770127,0.0231274095019681,0.0180053045674012,1.1822693701633,1.13213516210534,0.879953591936336,0.0492722639297207,1.1120117052551,0.00072773607027934,8.99837303070511,4.97542361151481,1.95695296452091,1.67091834553024,1.70236759555347,1.12950493775592,2.83187253330939,1.42086303458273,1.42600739983931,2.84687043442204,0.0655905817377329,0.0603210340264962,0.125911615764229,1.01702034631834,1.11540092269242,2.13242126901076,0.374490037928251,0.297586380887997,0.672076418816248,0.883216542746691,1.13846163965259,1.2136100930055,2.35207173265808,0.384648618368374,1000,1000,1000,0.774100497838572,0.695553407361334,1.13188567656808
